gene,q,turnover_half_life_[min],turnover_time_[min],initation_time_[min],ratio
NM_001104469.3,0.329696969696969,17.2582803904907,11.9625283939817,35.087606823314,2.03308823529412
NM_001104472.2,0.343670992752402,31.9620929274107,22.1544345974297,61.0399165568106,1.90975968612064
NM_001144145.4,0.579999999999999,17.2582803904907,11.9625283939817,12.497375455183,0.724137931034485
NM_001144167.1,0.0280847145488029,17.2582803904907,11.9625283939817,597.249670562722,34.6065573770492
NM_001144188.2,0.277040538083985,17.2582803904907,11.9625283939817,45.0368642473633,2.60958005249344
NM_001144237.2,0.417391304347826,17.2582803904907,11.9625283939817,24.08968304506,1.39583333333333
NM_001144289.2,0.129264392324094,6.43613325972188,4.46118762268431,43.3543244526008,6.73608247422681
NM_001144373.2,0.436256691560372,31.9620929274107,22.1544345974297,41.3023258098491,1.29222845023482
NM_001144446.2,0,31.9620929274107,22.1544345974297,Inf,Inf
NM_001144530.2,0.184443656980865,31.9620929274107,22.1544345974297,141.327102540702,4.42170989433237
NM_001144543.3,0.0207052733743125,17.2582803904907,11.9625283939817,816.262730343992,47.296875
NM_001144559.2,0.275080906148868,10.3125136558046,7.14808976500691,27.1765065752968,2.63529411764705
NM_001144629.3,0.179642110155706,31.9620929274107,22.1544345974297,145.958846098007,4.5666235446313
NM_001144646.2,0.279748283752861,6.43613325972188,4.46118762268431,16.5707398241101,2.57464212678936
NM_001169497.1,0.0928351309707241,6.43613325972188,4.46118762268431,62.8925055047512,9.77178423236516
NM_001169565.2,0.409319899244334,31.9620929274107,22.1544345974297,46.1237587167862,1.44307692307692
NM_001169632.2,0.595238095238096,17.2582803904907,11.9625283939817,11.7356306655337,0.679999999999997
NM_001169640.2,0.196428571428572,17.2582803904907,11.9625283939817,70.6020561429167,4.09090909090909
NM_001169641.2,0.197945845004668,17.2582803904907,11.9625283939817,69.9285983746774,4.05188679245285
NM_001169729.2,0.421341702628483,31.9620929274107,22.1544345974297,43.8957980148329,1.37337057728119
NM_001169776.2,0.181884321571481,10.3125136558046,7.14808976500691,46.3856864238091,4.49799999999999
NM_001169829.3,0.330500472143531,17.2582803904907,11.9625283939817,34.96034513388,2.0257142857143
NM_001169831.3,0.41586998087954,17.2582803904907,11.9625283939817,24.2409409622756,1.40459770114943
NM_001169871.1,0.148367952522255,10.3125136558046,7.14808976500691,59.1938283843184,5.73999999999999
NM_001169992.2,0,31.9620929274107,22.1544345974297,Inf,Inf
NM_001169994.2,0.36633428300095,10.3125136558046,7.14808976500691,17.8380420916024,1.7297472456254
NM_001170022.3,0.403361344537815,17.2582803904907,11.9625283939817,25.5278730776009,1.47916666666667
NM_001170099.3,0.492117442869541,31.9620929274107,22.1544345974297,32.9860071460991,1.03203526818516
NM_001170289.2,0.45078979343864,17.2582803904907,11.9625283939817,21.0262607452879,1.21832884097035
NM_001201763.2,0.164383561643835,10.3125136558046,7.14808976500691,52.4219444170069,5.08333333333334
NM_001201765.2,0.221231655465644,17.2582803904907,11.9625283939817,60.7517148525765,3.52014879107251
NM_001201909.2,0.167872648335745,17.2582803904907,11.9625283939817,85.5475105563118,4.95689655172413
NM_001201966.2,0.506578947368421,17.2582803904907,11.9625283939817,16.8100133673611,0.974025974025975
NM_001201986.2,0.317971514106869,17.2582803904907,11.9625283939817,37.0179035594034,2.14493580599143
NM_001202070.1,0.546459271387639,10.3125136558046,7.14808976500691,8.5590000978513,0.829962546816477
NM_001202098.2,0,10.3125136558046,7.14808976500691,Inf,Inf
NM_001202203.1,0.00851459645105896,31.9620929274107,22.1544345974297,3721.83799743806,116.44537815126
NM_001202271.2,0.384191043042753,17.2582803904907,11.9625283939817,27.6628095282303,1.60287171736255
NM_001202337.2,0.533892180951005,31.9620929274107,22.1544345974297,27.9041011615861,0.873037357877637
NM_001202341.1,0.261722488038277,10.3125136558046,7.14808976500691,29.0899608243265,2.82084095063986
NM_001259087.3,0.478705903856699,31.9620929274107,22.1544345974297,34.8056086403112,1.08896525391371
NM_001259204.1,0.0594306642250707,6.43613325972188,4.46118762268431,101.860372317727,15.8263305322129
NM_001259297.2,0.262130892764634,10.3125136558046,7.14808976500691,29.0285710482564,2.81488801054019
NM_001259401.2,0.411157024793389,17.2582803904907,11.9625283939817,24.7166327200495,1.4321608040201
NM_001259435.2,0.100862895493768,10.3125136558046,7.14808976500691,91.9303736351099,8.91444866920152
NM_001259575.2,0.507222739981361,10.3125136558046,7.14808976500691,10.0188178144358,0.971520440973816
NM_001259608.2,0.663955861469577,17.2582803904907,11.9625283939817,8.73483359797812,0.506124214020244
NM_001259637.1,0.282618118768965,17.2582803904907,11.9625283939817,43.8074448562302,2.5383435582822
NM_001259654.2,0.420116318850497,10.3125136558046,7.14808976500691,14.2342920574827,1.38029315960912
NM_001259733.1,0.0784169124877089,10.3125136558046,7.14808976500691,121.196281177466,11.7523510971787
NM_001259820.2,0.292511533097307,6.43613325972188,4.46118762268431,15.5668735672973,2.41866862277646
NM_001259879.2,0.171902654867257,10.3125136558046,7.14808976500691,49.6779132737152,4.81724581724582
NM_001259887.2,0.307204180664426,17.2582803904907,11.9625283939817,38.9202532256998,2.25516403402188
NM_001259909.2,0.545272969374167,31.9620929274107,22.1544345974297,26.654590316754,0.833943833943836
NM_001259930.2,0.520833333333332,31.9620929274107,22.1544345974297,29.405125493218,0.920000000000005
NM_001259937.2,0.644121652292329,31.9620929274107,22.1544345974297,17.6591126533403,0.552501761804086
NM_001259958.2,0.0311249651065414,17.2582803904907,11.9625283939817,537.225245339267,31.1285500747384
NM_001259972.2,0.152122641509434,10.3125136558046,7.14808976500691,57.478273787004,5.57364341085271
NM_001259992.2,0.530458221024259,17.2582803904907,11.9625283939817,15.276384370038,0.885162601626016
NM_001260095.2,0.407090464547678,10.3125136558046,7.14808976500691,15.019727096292,1.45645645645645
NM_001260168.1,0.40319662243667,31.9620929274107,22.1544345974297,47.3096349314479,1.48017950635752
NM_001260203.1,0.567867036011079,17.2582803904907,11.9625283939817,13.1331304434954,0.760975609756101
NM_001260304.2,0.366504854368934,17.2582803904907,11.9625283939817,29.8305376285964,1.72847682119204
NM_001260358.2,0.333333333333332,17.2582803904907,11.9625283939817,34.5165607809816,2.00000000000001
NM_001260374.2,0.274691358024691,17.2582803904907,11.9625283939817,45.5696167614081,2.64044943820225
NM_001260388.1,0.298060772637043,31.9620929274107,22.1544345974297,75.2713838049731,2.35502049180329
NM_001260438.2,0.394361615613987,10.3125136558046,7.14808976500691,15.837378340527,1.53574374484465
NM_001260453.1,0.238219044523887,6.43613325972188,4.46118762268431,20.5815775726986,3.19781718963165
NM_001272894.1,0.421386306001692,31.9620929274107,22.1544345974297,43.8877685231946,1.37311935807422
NM_001272900.1,0.210691823899371,17.2582803904907,11.9625283939817,64.6541548957191,3.74626865671642
NM_001272903.1,0.283854603234764,6.43613325972188,4.46118762268431,16.2379160119005,2.52293036154478
NM_001272916.1,0.0646589902568644,10.3125136558046,7.14808976500691,149.178279733283,14.4657534246575
NM_001272918.1,0.617508172902288,17.2582803904907,11.9625283939817,10.6899819124628,0.619411764705884
NM_001272925.1,0.552624839948783,6.43613325972188,4.46118762268431,5.21034513657745,0.809545875810937
NM_001272939.2,0.544250025285728,31.9620929274107,22.1544345974297,26.7647631910264,0.837390819550272
NM_001272979.1,0.405707196029776,17.2582803904907,11.9625283939817,25.280478003196,1.46483180428135
NM_001273029.1,0.0597014925373135,6.43613325972188,4.46118762268431,101.36909884062,15.75
NM_001273043.1,0.175933474645361,17.2582803904907,11.9625283939817,80.8372095398891,4.68396663577387
NM_001273129.1,0.425177339422797,10.3125136558046,7.14808976500691,13.9421036523625,1.35195977602559
NM_001273143.1,0.30347555806725,31.9620929274107,22.1544345974297,73.358062445128,2.2951582867784
NM_001273214.1,0.4158727528788,10.3125136558046,7.14808976500691,14.484767686669,1.40458167330677
NM_001273254.1,0.17943240768996,10.3125136558046,7.14808976500691,47.1604578579228,4.57312925170068
NM_001273364.1,0.26094137076796,6.43613325972188,4.46118762268431,18.2289217324401,2.83227848101266
NM_001273365.1,0.282882882882883,17.2582803904907,11.9625283939817,43.750290416658,2.53503184713375
NM_001273425.3,0.410558513651298,17.2582803904907,11.9625283939817,24.7778236401002,1.435706401766
NM_001273443.3,0.0864129435558007,17.2582803904907,11.9625283939817,182.46041544755,10.5723404255319
NM_001273574.1,0.55619724566859,10.3125136558046,7.14808976500691,8.22859516146076,0.797923322683711
NM_001273575.1,0.0181564245810056,17.2582803904907,11.9625283939817,933.274701116538,54.0769230769231
NM_001273605.2,0.306220506220506,17.2582803904907,11.9625283939817,39.1007159533506,2.26562062202298
NM_001273612.2,0.509059934954313,6.43613325972188,4.46118762268431,6.20704059425567,0.964405232735017
NM_001273675.1,0.589477494871485,31.9620929274107,22.1544345974297,22.2589642045141,0.696417604913
NM_001273681.1,0.0785678766782695,17.2582803904907,11.9625283939817,202.40249090873,11.7278481012658
NM_001273688.2,0.531914893617021,17.2582803904907,11.9625283939817,15.1872867436319,0.88
NM_001273716.1,0.234169653524492,17.2582803904907,11.9625283939817,56.4416210729825,3.2704081632653
NM_001273789.1,0.0471296952515946,10.3125136558046,7.14808976500691,208.498866319238,20.218045112782
NM_001273809.1,0.504861921431349,6.43613325972188,4.46118762268431,6.31217075471956,0.980739599383671
NM_001273835.1,0.483733333333334,17.2582803904907,11.9625283939817,18.4189806152095,1.06725468577729
NM_001273852.1,0.103495679497251,17.2582803904907,11.9625283939817,149.495351010608,8.66223908918406
NM_001273871.2,0.478654048370137,17.2582803904907,11.9625283939817,18.7975734130169,1.08919156414763
NM_001273954.1,0.212075633863344,17.2582803904907,11.9625283939817,64.1196699006378,3.71529888551165
NM_001274004.1,0.411998775635139,31.9620929274107,22.1544345974297,45.6160330709925,1.42719167904903
NM_001274011.2,0.30506751851314,10.3125136558046,7.14808976500691,23.4915232540129,2.27796287482152
NM_001274112.1,0.607655502392343,31.9620929274107,22.1544345974297,20.6369418901393,0.645669291338587
NM_001274208.2,0.45629820051414,10.3125136558046,7.14808976500691,12.2878683842404,1.19154929577464
NM_001274269.1,0.221354166666667,31.9620929274107,22.1544345974297,112.43136217995,3.51764705882353
NM_001274283.2,0.447638603696098,10.3125136558046,7.14808976500691,12.7250741899608,1.23394495412844
NM_001274454.1,0.730769230769229,6.43613325972188,4.46118762268431,2.37120699042387,0.368421052631582
NM_001274480.1,0.546236559139785,6.43613325972188,4.46118762268431,5.34655164488707,0.830708661417323
NM_001274511.1,0.339285714285714,17.2582803904907,11.9625283939817,33.6082302341136,1.94736842105263
NM_001274689.1,0.666666666666667,10.3125136558046,7.14808976500691,5.1562568279023,0.499999999999999
NM_001274807.1,0.162353273935794,31.9620929274107,22.1544345974297,164.905467255273,5.15940766550523
NM_001274827.1,0.279252704031465,17.2582803904907,11.9625283939817,44.5433786134849,2.58098591549296
NM_001274885.1,0.326805918189731,17.2582803904907,11.9625283939817,35.5506787804116,2.05992010652463
NM_001274907.1,0.258760107816712,31.9620929274107,22.1544345974297,91.5580786983116,2.86458333333333
NM_001274988.1,0.324139124915247,10.3125136558046,7.14808976500691,21.5025708653899,2.08509501980506
NM_001275037.2,0.333890513999165,10.3125136558046,7.14808976500691,20.5734002094525,1.99499374217772
NM_001275088.1,0.325068870523417,31.9620929274107,22.1544345974297,66.3619726035219,2.07627118644067
NM_001275100.1,0.426592797783934,17.2582803904907,11.9625283939817,23.1978184469583,1.34415584415584
NM_001275103.1,0.408141962421712,10.3125136558046,7.14808976500691,14.9544635366783,1.45012787723785
NM_001275262.1,0.309688139059305,6.43613325972188,4.46118762268431,14.3464943193387,2.22905489063144
NM_001275297.1,0.0587984963472586,6.43613325972188,4.46118762268431,103.024714543437,16.0072376357057
NM_001275461.2,0.438582284788838,6.43613325972188,4.46118762268431,8.23872590113241,1.28007385314586
NM_001275472.1,0.355383057711778,10.3125136558046,7.14808976500691,18.7055091002724,1.81386514719848
NM_001275475.1,0.513781697905182,10.3125136558046,7.14808976500691,9.75926721504255,0.94635193133047
NM_001275482.1,0.644495412844036,31.9620929274107,22.1544345974297,17.6303359564009,0.551601423487545
NM_001275501.1,0.180195894270763,6.43613325972188,4.46118762268431,29.2812913007452,4.54951600893522
NM_001275530.1,0.303091301222143,10.3125136558046,7.14808976500691,23.7119324903628,2.2993358633776
NM_001275546.1,0.198343304187758,6.43613325972188,4.46118762268431,26.0133274673679,4.0417633410673
NM_001275657.1,0.0361600000000001,6.43613325972188,4.46118762268431,171.554277683914,26.6548672566371
NM_001275669.1,0.0260699543775799,10.3125136558046,7.14808976500691,385.258322658101,37.3583333333333
NM_001275760.1,0.318251769775315,31.9620929274107,22.1544345974297,68.4681197622968,2.14216634429401
NM_001275780.1,0.0620196845085614,17.2582803904907,11.9625283939817,261.012731905748,15.1239130434783
NM_001275821.1,0.880692751763953,31.9620929274107,22.1544345974297,4.3298975123804,0.135469774217041
NM_001275868.1,0.442179643973366,6.43613325972188,4.46118762268431,8.11933836237196,1.26152427781193
NM_001275979.1,0.298539214295845,10.3125136558046,7.14808976500691,24.2307327988644,2.34964370546318
NM_001276001.1,0.352854511970535,17.2582803904907,11.9625283939817,31.6521906535409,1.83402922755741
NM_001276025.1,0.439801918910554,31.9620929274107,22.1544345974297,40.7117439821346,1.27375087966221
NM_001276121.1,0.451541850220265,31.9620929274107,22.1544345974297,38.8222494581719,1.21463414634146
NM_001276137.1,0.515771526001707,6.43613325972188,4.46118762268431,6.04251849838348,0.938842975206606
NM_001276178.1,0.288782816229116,17.2582803904907,11.9625283939817,42.5038641022005,2.46280991735538
NM_001276195.1,0.12737843551797,10.3125136558046,7.14808976500691,70.6471371192258,6.850622406639
NM_001276210.1,0,17.2582803904907,11.9625283939817,Inf,Inf
NM_001297786.2,0.137159738341422,6.43613325972188,4.46118762268431,40.4882290753889,6.29076923076923
NM_001298618.1,0.183558068725533,17.2582803904907,11.9625283939817,76.7625409785571,4.44786729857819
NM_001298659.1,0.0595759003702456,10.3125136558046,7.14808976500691,162.786232510272,15.7853107344633
NM_001298713.1,0.23985967989476,17.2582803904907,11.9625283939817,54.6932889523139,3.1691042047532
NM_001298741.1,0.364556962025316,6.43613325972188,4.46118762268431,11.2185378346541,1.74305555555556
NM_001298805.1,0.313340227507755,6.43613325972188,4.46118762268431,14.1042656252652,2.1914191419142
NM_001298824.1,0.199432892249528,10.3125136558046,7.14808976500691,41.3966780401255,4.01421800947866
NM_001298831.1,0.307814858292805,17.2582803904907,11.9625283939817,38.8087999519208,2.24870607463907
NM_001298958.1,0.0256731371321227,31.9620929274107,22.1544345974297,1213.00040475734,37.9512195121951
NM_001298979.1,0.389845605700713,31.9620929274107,22.1544345974297,50.0244485649877,1.56511805026656
NM_001298998.1,0.360393603936039,31.9620929274107,22.1544345974297,56.7245335230498,1.77474402730376
NM_001299047.1,0.423567188868347,10.3125136558046,7.14808976500691,14.0343052830201,1.36090052837124
NM_001299071.1,0.394088669950739,31.9620929274107,22.1544345974297,49.1417178758939,1.5375
NM_001299115.1,0.108786610878661,17.2582803904907,11.9625283939817,141.38514319902,8.1923076923077
NM_001299161.1,0.325335397316821,31.9620929274107,22.1544345974297,66.281421891498,2.07375099127677
NM_001299217.1,0.157190635451505,17.2582803904907,11.9625283939817,92.5337586894398,5.36170212765958
NM_001299240.1,0.0328725038402459,6.43613325972188,4.46118762268431,189.354649547705,29.4205607476634
NM_001299319.1,0.210065645514223,17.2582803904907,11.9625283939817,64.8983252184079,3.76041666666667
NM_001299424.1,0.356856856856856,31.9620929274107,22.1544345974297,57.6034914610418,1.80224403927069
NM_001299439.1,0.565377261361964,17.2582803904907,11.9625283939817,13.2669663251562,0.768730489073884
NM_001299440.1,0.602506180206292,17.2582803904907,11.9625283939817,11.3858745700139,0.65973401245048
NM_001299485.1,0.131183383438098,6.43613325972188,4.46118762268431,42.6259742346997,6.62291666666666
NM_001299486.1,0.0580645161290319,31.9620929274107,22.1544345974297,518.496174155776,16.2222222222223
NM_001299498.1,0.415561707708,17.2582803904907,11.9625283939817,24.2717260330499,1.40638148667602
NM_001299530.1,0.393333333333334,17.2582803904907,11.9625283939817,26.6187036531297,1.54237288135593
NM_001299537.1,0.455432372505542,17.2582803904907,11.9625283939817,20.6359964162831,1.19571567672834
NM_001299597.1,0.106132075471698,17.2582803904907,11.9625283939817,145.353072622133,8.42222222222222
NM_001299609.1,0.102611940298507,10.3125136558046,7.14808976500691,90.1876194262186,8.74545454545454
NM_001299678.1,0.657980456026059,17.2582803904907,11.9625283939817,8.97088832178973,0.519801980198019
NM_001299906.1,0.35796944915908,10.3125136558046,7.14808976500691,18.4958488456048,1.79353448275863
NM_001299968.1,0.117969821673525,10.3125136558046,7.14808976500691,77.1040265195626,7.47674418604653
NM_001300229.1,0.233369854437315,10.3125136558046,7.14808976500691,33.8770569323479,3.28504359490273
NM_001300400.1,0.455039925934497,17.2582803904907,11.9625283939817,20.6686781177063,1.19760935910479
NM_001300404.1,0.25791363507512,10.3125136558046,7.14808976500691,29.6718541842322,2.8772668986994
NM_001300482.1,0.456118665018541,10.3125136558046,7.14808976500691,12.296764250824,1.19241192411924
NM_001300514.1,0.44415487714073,10.3125136558046,7.14808976500691,12.9057693949005,1.25146689019279
NM_001300576.1,0.0848653667595172,17.2582803904907,11.9625283939817,186.10241961562,10.7833698030635
NM_001300695.1,0.30864795095192,6.43613325972188,4.46118762268431,14.416534771515,2.23993727130162
NM_001316397.1,0.116119174942704,17.2582803904907,11.9625283939817,131.367305340775,7.61184210526317
NM_001316407.1,0.202713929659374,17.2582803904907,11.9625283939817,67.8778541587745,3.93306010928962
NM_001316420.1,0.282722513089006,10.3125136558046,7.14808976500691,26.1632290897265,2.53703703703703
NM_001316497.1,0.254473161033797,17.2582803904907,11.9625283939817,50.5613683315159,2.9296875
NM_001363930.1,0.295344876525688,17.2582803904907,11.9625283939817,41.1760510037417,2.38587217683806
NM_001369953.1,0.498069498069499,31.9620929274107,22.1544345974297,32.2098610896386,1.00775193798449
NM_001370032.1,0.126984126984127,6.43613325972188,4.46118762268431,44.2484161605879,6.875
NM_001370048.1,0.283142389525368,10.3125136558046,7.14808976500691,26.1091386198985,2.53179190751446
NM_001382024.1,0.291666666666667,6.43613325972188,4.46118762268431,15.6306093450388,2.42857142857143
NM_001382035.1,0.308764209754308,17.2582803904907,11.9625283939817,38.6364115630347,2.23871733966747
NM_057219.4,0.417929292929293,17.2582803904907,11.9625283939817,24.036456978901,1.39274924471299
NM_057269.3,0.404296477295866,10.3125136558046,7.14808976500691,15.1947915890488,1.47343238478973
NM_057270.5,0.42570281124498,17.2582803904907,11.9625283939817,23.2823971305677,1.34905660377358
NM_057304.5,0.366820968347304,6.43613325972188,4.46118762268431,11.1095738156386,1.72612551159618
NM_057349.7,0.437830687830688,31.9620929274107,22.1544345974297,41.0389410699381,1.28398791540785
NM_057376.3,0.0406642537790079,10.3125136558046,7.14808976500691,243.28893472804,23.5916230366492
NM_057398.4,0.419877357399052,10.3125136558046,7.14808976500691,14.2482621852313,1.38164783686966
NM_057424.4,0.42162343470483,6.43613325972188,4.46118762268431,8.8289889558582,1.37178467250066
NM_057453.5,0.268333333333333,6.43613325972188,4.46118762268431,17.5494565280615,2.72670807453416
NM_057466.2,0.213812677388837,31.9620929274107,22.1544345974297,117.524332843709,3.67699115044247
NM_057502.5,0.725161987041037,17.2582803904907,11.9625283939817,6.54092681962754,0.379002233804914
NM_057585.3,0.0791127541589648,10.3125136558046,7.14808976500691,120.039586526212,11.6401869158879
NM_057600.6,0.246788990825687,10.3125136558046,7.14808976500691,31.4742517152998,3.05204460966544
NM_057733.4,0.243243243243243,10.3125136558046,7.14808976500691,32.0833758180588,3.11111111111111
NM_057769.4,0.362499999999999,10.3125136558046,7.14808976500691,18.1357998774496,1.75862068965518
NM_057819.4,0.404209884075656,10.3125136558046,7.14808976500691,15.2002559771973,1.47396226415094
NM_057845.5,0.137239784117194,31.9620929274107,22.1544345974297,200.930235875126,6.28651685393258
NM_057893.5,0.355379599441081,31.9620929274107,22.1544345974297,57.9758015878589,1.81389252948886
NM_057917.4,0.0101966496722505,17.2582803904907,11.9625283939817,1675.28593219121,97.0714285714286
NM_057957.5,0.194484569927774,10.3125136558046,7.14808976500691,42.712328672995,4.14179608372722
NM_058003.4,0.101071428571429,6.43613325972188,4.46118762268431,57.2429237269257,8.89399293286219
NM_058027.5,0.209074187614961,6.43613325972188,4.46118762268431,24.3478354986546,3.78299120234603
NM_058045.4,0.539325842696635,6.43613325972188,4.46118762268431,5.49753049267899,0.854166666666648
NM_058057.6,0.608070082293602,6.43613325972188,4.46118762268431,4.14839218748511,0.644547280188597
NM_058068.4,0.545024337479719,10.3125136558046,7.14808976500691,8.60868480570145,0.834780451500868
NM_058087.5,0.152222222222222,17.2582803904907,11.9625283939817,96.1172842185729,5.56934306569345
NM_078747.3,0.089755679382769,17.2582803904907,11.9625283939817,175.022369805378,10.1413562559694
NM_078775.3,0.473053892215569,17.2582803904907,11.9625283939817,19.224413599534,1.11392405063291
NM_078799.3,0.335915882678472,17.2582803904907,11.9625283939817,34.1185114803771,1.97693574958814
NM_078835.3,0.436765173180807,10.3125136558046,7.14808976500691,13.298603459377,1.2895598399418
NM_078838.3,0.665289256198348,31.9620929274107,22.1544345974297,16.0803076218649,0.50310559006211
NM_078891.3,0.22864019253911,10.3125136558046,7.14808976500691,34.7911644914249,3.3736842105263
NM_078902.3,0.214285714285714,31.9620929274107,22.1544345974297,117.194340733839,3.66666666666667
NM_078937.4,0.469372416384818,17.2582803904907,11.9625283939817,19.5105619786812,1.13050440352282
NM_078989.3,0.413417542050653,6.43613325972188,4.46118762268431,9.13198518004502,1.41886204208886
NM_079002.3,0.0865184711338557,31.9620929274107,22.1544345974297,337.462984845416,10.5582255083179
NM_079043.3,0.406808510638299,10.3125136558046,7.14808976500691,15.0372845566857,1.45815899581589
NM_079062.3,0.508385744234801,17.2582803904907,11.9625283939817,16.688935058021,0.967010309278351
NM_079071.3,0.526644983737804,6.43613325972188,4.46118762268431,5.7848760700208,0.898812351543941
NM_079073.3,0.400866738894909,31.9620929274107,22.1544345974297,47.7703713212378,1.49459459459459
NM_079109.3,0.497530132384904,17.2582803904907,11.9625283939817,17.4296294809444,1.0099285146942
NM_079152.4,0.589917545141425,10.3125136558046,7.14808976500691,7.1687661276816,0.695152158527956
NM_079159.3,0.313969571230982,17.2582803904907,11.9625283939817,37.7097227915568,2.18502202643172
NM_079178.3,0.350943927867004,10.3125136558046,7.14808976500691,19.0725613859061,1.84945804897632
NM_079253.4,0,10.3125136558046,7.14808976500691,Inf,Inf
NM_079259.4,0.608859566446749,17.2582803904907,11.9625283939817,11.0869757926527,0.642414860681114
NM_079273.3,0.365068493150685,6.43613325972188,4.46118762268431,11.1938002472086,1.73921200750469
NM_079347.3,0.673051393893419,31.9620929274107,22.1544345974297,15.5262463248397,0.485770639616793
NM_079350.5,0.404494382022472,17.2582803904907,11.9625283939817,25.4080239082225,1.47222222222222
NM_079355.3,0.364410058027078,6.43613325972188,4.46118762268431,11.2256549317655,1.74416135881105
NM_079363.5,0.543506493506494,17.2582803904907,11.9625283939817,14.4953059910573,0.83990442054958
NM_079383.3,0.445364680737376,17.2582803904907,11.9625283939817,21.4926155312891,1.24535092981404
NM_079412.4,0.214934409687185,17.2582803904907,11.9625283939817,63.0372870601023,3.65258215962441
NM_079441.4,0.133541992696922,17.2582803904907,11.9625283939817,111.976577064864,6.48828124999999
NM_079447.4,0.331234256926951,17.2582803904907,11.9625283939817,34.8446649709149,2.01901140684412
NM_079535.3,0.203389830508475,10.3125136558046,7.14808976500691,40.3906784852347,3.91666666666666
NM_079537.4,0.218411552346571,17.2582803904907,11.9625283939817,61.7589703229958,3.57851239669421
NM_079549.3,0.0681818181818181,6.43613325972188,4.46118762268431,87.9604878828658,13.6666666666667
NM_079568.3,0.570906718851925,31.9620929274107,22.1544345974297,24.022697357919,0.751599634369286
NM_079578.3,0.505642127888232,10.3125136558046,7.14808976500691,10.0823725434009,0.97768331562168
