gene	TKO_0min_R1	TKO_0min_R2	TKO_2.5min_R1	TKO_5min_R1	TKO_5min_R2	TKO_10min_R1	TKO_10min_R2	TKO_20min_R1	TKO_20min_R2
NM_001160181.1	217.145754583005	164.390914015877	105.376705198773	64	52.3173253414011	27.2232364536443	24.7550010738152	5.65655816623109	6.89049236050279
NM_001136104.1	97.7420063208173	75.2000989647097	42.6155793083272	30	27.0163237418711	12.0992162016197	8.36317603845107	3.08539536339878	2.75619694420112
NR_002840.2	1037.65027250857	861.303459072547	174.336460806793	103	82.335462832369	30.2480405040493	32.7836500707282	22.1120001043579	21.3605263175586
NR_028543.1	582.22535657049	668.931112883755	700.445158085959	656	392.808770596094	313.283276649082	306.092243007309	285.399071114387	321.78599323548
NM_001039483.1	43.8518190520424	33.2279507053368	19.3707178674214	6	3.8594748202673	4.32114864343561	2.3416892907663	1.54269768169939	0
NM_020579.2	42.2668135441372	36.7256297269512	13.1720881498466	4	6.00362749819357	4.75326350777917	3.67979745691847	3.59962792396524	4.82334465235195
NM_153555.2	112.535391061265	71.7024199430953	42.6155793083272	17	15.8667298166544	9.07441215121478	8.36317603845107	4.62809304509816	3.44524618025139
NM_178598.2	20.0767364334652	16.6139753526684	8.52311586166543	9	1.71532214234102	4.75326350777917	2.3416892907663	1.54269768169939	3.44524618025139
NM_025511.2	0	0	0	0	0	0	0	0	0
NM_001177658.1	265.752590158763	241.339852491394	130.171224069072	84	63.895749802203	21.605743217178	25.0895281153532	7.19925584793048	5.51239388840223
NR_024067.2	630.303856976946	616.465927559539	220.826183688604	125	84.4796155102953	33.2728445544542	33.7872311953423	7.71348840849694	6.89049236050279
NM_011291.5	75.5519292101453	68.2047409214809	20.9203752968151	17	8.14778017611985	3.88903377909205	2.3416892907663	1.54269768169939	2.75619694420112
NM_001271016.1	26.9450936343875	20.9860741296864	7.74828714696857	5	5.14596642702306	3.45691891474849	2.3416892907663	0.514232560566463	2.06714770815084
NM_026456.4	109.893715214757	75.2000989647097	50.3638664552957	17	18.0108824945807	7.34595269384054	10.3703382876793	3.59962792396524	2.75619694420112
NM_008922.2	31.7001101581029	18.3628148634756	13.1720881498466	6	4.28830535585255	3.45691891474849	0.669054083076085	0	0.689049236050279
NM_001033135.3	131.027121986825	96.1861730943961	52.6883525993863	24	31.3046290977236	10.802871608589	14.7191898276739	3.59962792396524	4.82334465235195
NM_029368.1	146.877177065877	110.176889180854	72.0590704668077	51	30.8757985621384	11.2349864729326	15.0537168692119	5.14232560566463	7.57954159655307
NM_001310548.1	490.295037111992	395.237729442428	171.237145948005	96	80.620140690028	24.1984324032394	32.7836500707282	8.74195352962987	10.3357385407542
NM_001081081.2	569.545312507249	398.735408464042	163.488858801037	96	68.6128856936408	25.4947769962701	40.1432449845651	14.398511695861	13.7809847210056
NM_031179.2	540.486878195655	478.30760620577	319.229430455105	204	157.380806559789	76.0522161244667	72.9268950552933	20.5693024226585	19.9824278454581
NR_037999.1	127.857110971015	109.30246942545	31.7679773025712	25	23.585679457189	8.21018242252766	8.36317603845107	4.62809304509816	2.06714770815084
NM_001042634.2	169.595589345851	138.158321353769	51.1386951699926	53	37.3082565959172	15.5561351163682	17.3954061599782	16.9696744986933	11.0247877768045
NM_009460.2	227.184122799738	185.376988145563	120.87327949271	67	51.0308337346454	19.0130540311167	19.4025684092065	3.08539536339878	4.82334465235195
NR_038009.1	248.845864741108	205.488642519846	61.9862971757486	27	30.0181374909679	11.6671013372761	13.0465546199837	3.59962792396524	6.20144312445251
NM_001276408.1	89.8169787812916	95.3117533389925	29.4434911584806	18	12.8649160675577	3.88903377909205	3.67979745691847	1.54269768169939	2.75619694420112
NM_001313723.1	343.417860046115	284.18642050617	152.641256795281	91	101.632836933705	37.1618783335462	43.4885153999456	15.4269768169939	11.0247877768045
NM_010880.3	748.122599731229	612.968248537924	262.666934282235	157	150.519517990425	45.8041756204175	48.1718939814782	17.9981396198262	19.2933786094078
NM_198652.2	167.482248668644	110.176889180854	58.8869823169612	42	31.3046290977236	15.9882499807118	9.70128420460324	5.14232560566463	6.20144312445251
NM_019479.3	81.3636160724641	72.5768396984989	44.9400654524177	19	18.8685435657512	5.61749323646629	7.0250678722989	6.68502328736402	5.51239388840223
NR_027901.1	1660.02910194599	1552.09506584139	608.240541037033	533	264.159609920517	202.229756512787	245.877375530461	182.552559001094	211.538115467436
NM_001037999.2	47.5501652371544	41.0977285039693	12.3972594351497	10	9.00544124729036	1.72845945737424	4.34885153999456	1.54269768169939	4.13429541630167
NM_007830.4	36.4551266818183	35.8512099715476	7.74828714696857	8	7.29011910494934	1.72845945737424	3.67979745691847	1.54269768169939	4.13429541630167
NM_007570.2	698.459093816867	530.772791529986	303.732856161168	181	172.389875305273	60.4960810080985	62.891083809152	28.2827908311554	24.80577249781
NM_001042485.1	265.224254989461	208.111901786057	159.614715227553	100	72.4723605139081	26.3590067249572	21.0752036168967	2.05693024226585	5.51239388840223
NM_007842.2	265.224254989461	204.614222764443	98.4032467665009	71	60.0362749819357	20.3093986241474	22.4133117830489	12.3415814535951	17.9152801373072
NM_009721.6	289.52767277734	252.707309311641	116.224307204529	102	88.7679208661478	22.9020878102087	32.4491230291901	10.7988837718957	11.0247877768045
NM_001001880.2	294.811024470357	271.94454393052	125.522251780891	99	74.1876826562492	29.3838107753621	20.4061495338206	8.2277209690634	15.1590831931061
NM_153064.5	75.0235940408436	51.5907655688125	43.390408023024	21	21.0126962436775	12.5313310659633	7.69412195537498	4.62809304509816	4.82334465235195
NM_016805.2	0	0	0	0	0	0	0	0	0
NM_133815.2	85.5902974268779	64.7070618998665	38.7414357348429	21	15.0090687454839	6.04960810080985	6.35601378922281	4.1138604845317	1.37809847210056
NM_007853.4	206.050716027669	192.372346188792	79.8073576137763	45	46.3136978432076	19.8772837598038	17.3954061599782	5.65655816623109	8.26859083260335
NM_198653.2	60.7585444696972	48.9675063026017	26.3441762996931	16	15.0090687454839	5.61749323646629	4.01432449845651	1.02846512113293	2.75619694420112
NM_001081259.1	165.897243160739	132.037383065944	56.5624961728706	22	19.2973741013365	7.34595269384054	12.0429734953695	5.65655816623109	9.6466893047039
NM_001252560.1	27.4734288036892	26.232592662108	11.6224307204529	9	7.71894964053459	0.864229728687122	2.67621633230434	1.02846512113293	0.689049236050279
NM_026044.3	76.080264379447	69.0791606768845	51.1386951699926	38	28.3028153486268	27.2232364536443	26.0931092399673	29.3112559522884	33.7634125664637
NM_025980.2	50.1918410836629	32.3535309499332	17.8210604380277	11	8.14778017611985	6.91383782949698	2.67621633230434	2.57116280283231	2.06714770815084
NM_173180.3	62.8718851469041	50.7163458134089	34.8672921613586	14	16.2955603522397	5.61749323646629	8.36317603845107	3.59962792396524	5.51239388840223
NM_013721.3	209.749062212781	139.907160864576	52.6883525993863	36	26.1586626707006	9.07441215121478	8.69770307998911	3.59962792396524	7.57954159655307
NM_023871.4	13.2083792325429	5.24651853242161	3.09931485878743	3	1.71532214234102	0.432114864343561	1.33810816615217	1.02846512113293	2.06714770815084
NM_146252.2	49.1351707450595	41.9721482593729	15.4965742939371	11	9.00544124729036	3.45691891474849	2.00716224922826	0.514232560566463	0.689049236050279
NM_198304.2	31.1717749888012	25.3581729067044	12.3972594351497	5	6.00362749819357	4.32114864343561	2.67621633230434	2.05693024226585	1.37809847210056
NM_138748.5	86.1186325961796	64.7070618998665	51.9135238846894	30	30.8757985621384	15.9882499807118	13.7156087030598	6.68502328736402	4.13429541630167
NM_133673.3	100.912017336628	102.307111382221	47.2645515965083	25	30.0181374909679	11.6671013372761	13.0465546199837	4.62809304509816	4.13429541630167
NM_009076.3	185.445644424902	169.637432548299	71.2842417521109	30	22.2991878504333	9.9386418799019	9.03223012152715	1.02846512113293	1.37809847210056
NM_001163434.1	280.017639729909	229.972395671147	71.2842417521109	47	34.7352733824057	21.1736283528345	21.0752036168967	14.398511695861	18.6043293733575
NM_001033960.1	114.12039656917	76.9489384755169	52.6883525993863	37	35.1641039179909	12.0992162016197	13.0465546199837	6.17079072679755	5.51239388840223
NM_028809.1	84.0052919189727	52.4651853242161	28.6686624437837	15	10.2919328540461	9.07441215121478	4.6833785815326	0.514232560566463	2.06714770815084
NM_001303033.1	100.383682167326	87.4419755403601	71.2842417521109	51	48.8866810567191	31.1122702327364	27.7657444476575	12.3415814535951	17.9152801373072
NM_027352.4	260.469238465746	204.614222764443	146.442627077706	108	84.9084460458805	36.2976486048591	29.7729066968858	13.370046574728	6.89049236050279
NR_027831.1	57.0601982845852	34.976790216144	16.271403008634	4	9.43427178287561	1.29634459303068	4.34885153999456	0.514232560566463	1.37809847210056
NM_011699.3	35.3984563432149	22.7349136404936	17.0462317233309	6	10.7207633896314	3.02480405040493	3.67979745691847	0	1.37809847210056
NM_133749.2	53.3618520994732	32.3535309499332	18.5958891527246	19	15.4378992810692	4.75326350777917	5.35243266460868	3.08539536339878	2.06714770815084
NM_016907.3	22.7184122799738	20.1116543742828	9.29794457636229	2	5.57479696260832	2.1605743217178	2.00716224922826	1.54269768169939	2.06714770815084
NM_001290808.1	56.0035279459818	47.2186667917945	34.8672921613586	17	17.5820519589955	9.07441215121478	8.69770307998911	3.08539536339878	2.75619694420112
NM_001290811.1	52.8335169301715	51.5907655688125	30.2183198731774	29	11.5784244608019	4.75326350777917	4.01432449845651	1.02846512113293	3.44524618025139
NM_001290824.1	29.5867694808961	19.2372346188792	16.271403008634	13	7.71894964053459	5.18537837212273	5.68695970614673	2.57116280283231	4.82334465235195
NM_007952.2	112.007055891964	76.9489384755169	48.0393803112052	21	21.4415267792628	9.07441215121478	10.7048653292174	7.19925584793048	5.51239388840223
NM_026678.4	56.0035279459818	34.1023704607404	39.5162644495397	25	24.8721710639448	27.6553513179879	29.4383796553478	23.1404652254908	30.3181663862123
NM_028248.2	154.802204605403	97.9350126052033	106.926362628166	94	108.922956038655	77.780675581841	83.2972333429726	50.3947909355133	34.4524618025139
NM_001159593.1	257.299227449935	240.46543273599	131.720881498466	77	50.6020031990601	19.4451688954602	22.7478388245869	7.71348840849694	4.82334465235195
NM_024193.2	166.42557833004	116.297827468679	47.2645515965083	43	31.3046290977236	13.3955607946504	17.3954061599782	7.19925584793048	15.1590831931061
NM_153501.2	110.422050384058	73.4512594539025	59.661811031658	28	27.0163237418711	10.802871608589	8.36317603845107	6.17079072679755	8.26859083260335
NM_001289630.1	73.9669237022401	39.3488889931621	16.271403008634	14	8.5766107117051	6.91383782949698	5.01790562307064	0.514232560566463	5.51239388840223
NM_011917.2	39.6251376976286	34.976790216144	22.4700327262089	6	8.5766107117051	3.45691891474849	3.34527041538043	0	2.75619694420112
NM_009328.2	75.0235940408436	42.8465680147765	48.814209025902	21	25.7298321351153	11.2349864729326	13.7156087030598	5.65655816623109	3.44524618025139
NM_024196.3	101.440352505929	104.930370648432	70.509413037414	42	38.1659176670877	24.1984324032394	22.7478388245869	13.8842791352945	17.226230901257
NM_001129999.1	43.3234838827406	43.7209877701801	21.695204011512	7	12.0072549963871	4.75326350777917	4.01432449845651	0.514232560566463	3.44524618025139
NM_026499.4	225.070782122531	184.50256839016	88.3304734754417	42	36.4505955247467	7.7780675581841	14.7191898276739	5.14232560566463	1.37809847210056
NM_172150.4	47.0218300678527	74.3256792093061	24.0196901556026	7	7.29011910494934	4.75326350777917	3.67979745691847	1.02846512113293	0.689049236050279
NM_008652.2	316.472766411727	235.218914203569	111.575334916347	70	55.7479696260832	39.7545675196076	35.1253393614945	28.7970233917219	35.1415110385642
NM_029512.2	26.4167584650858	33.2279507053368	16.271403008634	9	3.00181374909679	3.02480405040493	3.67979745691847	1.02846512113293	0
NM_021420.3	70.7969126864298	61.2093828782521	34.8672921613586	22	15.4378992810692	7.34595269384054	8.02864899691303	2.57116280283231	2.06714770815084
NM_178375.2	50.1918410836629	35.8512099715476	15.4965742939371	13	14.1514076743134	3.88903377909205	5.01790562307064	2.57116280283231	2.06714770815084
NM_008679.3	169.595589345851	139.032741109173	76.7080427549889	41	44.5983757008665	9.50652701555834	13.0465546199837	6.68502328736402	4.13429541630167
NM_023565.3	85.5902974268779	73.4512594539025	30.9931485878743	22	21.4415267792628	8.21018242252766	7.0250678722989	3.59962792396524	2.06714770815084
NR_028540.1	541.543548534258	544.763507616444	547.803901290678	449	286.029967235365	227.724533509057	232.830820910478	199.008000939221	225.319100188441
NM_001083328.1	45.4368245599475	39.3488889931621	26.3441762996931	15	11.1495939252166	9.07441215121478	6.69054083076086	4.62809304509816	10.3357385407542
NM_025587.2	154.802204605403	118.92108673489	55.0128387434769	23	19.2973741013365	7.34595269384054	7.0250678722989	4.1138604845317	5.51239388840223
NR_037274.1	291.112678285245	252.707309311641	126.297080495588	50	39.0235787382582	14.2597905233375	11.7084464538315	7.19925584793048	10.3357385407542
NM_001177707.1	40.6818080362321	24.4837531513008	15.4965742939371	4	3.00181374909679	1.29634459303068	1.00358112461413	0	0.689049236050279
NM_001048148.1	57.0601982845852	41.9721482593729	26.3441762996931	22	25.3010015995301	14.2597905233375	12.0429734953695	11.8273488930286	16.5371816652067
NM_021305.3	92.4586546278002	63.8326421444629	38.7414357348429	27	30.8757985621384	23.3342026745523	14.3846627861358	14.9127442564274	15.1590831931061
NM_146116.2	288.471002438736	238.716593225183	93.7542744783197	41	44.1695451652813	13.827675658994	15.0537168692119	4.1138604845317	5.51239388840223
NM_001085407.1	100.912017336628	88.3163952957637	49.5890377405989	28	24.0145099927743	14.2597905233375	15.0537168692119	6.68502328736402	5.51239388840223
NR_024068.2	604.415433681162	496.670421069245	172.011974662702	77	65.1822414089588	29.3838107753621	28.1002714891956	15.9412093775603	8.26859083260335
NM_001033908.1	38.5684673590252	27.1070124175116	10.847602005756	4	3.43064428468204	2.59268918606137	2.00716224922826	0.514232560566463	0
NM_177648.3	29.0584343115943	24.4837531513008	9.29794457636229	2	4.71713589143781	2.1605743217178	1.00358112461413	0	0
NM_030244.3	185.973979594204	139.032741109173	52.6883525993863	41	33.8776123112352	17.2845945737424	12.3775005369076	6.68502328736402	5.51239388840223
NM_144884.2	80.8352809031624	73.4512594539025	47.2645515965083	27	16.2955603522397	17.2845945737424	16.0572979938261	15.4269768169939	15.1590831931061
NM_001164770.1	66.0418961627144	55.9628643458305	27.8938337290869	10	15.4378992810692	5.61749323646629	6.02148674768477	2.05693024226585	0.689049236050279
NM_080554.2	168.010583837945	147.776938663209	102.277390339985	71	46.3136978432076	18.1488243024296	21.7442576999728	9.25618609019633	4.82334465235195
NM_001100591.1	63.9285554855075	37.6000494823548	30.2183198731774	11	15.8667298166544	6.91383782949698	3.67979745691847	1.54269768169939	1.37809847210056
NM_025592.3	95.1003304743087	75.2000989647097	34.8672921613586	22	17.1532214234102	5.61749323646629	10.7048653292174	3.59962792396524	4.82334465235195
NM_001290649.1	48.6068355757578	52.4651853242161	35.6421208760554	33	21.4415267792628	25.9268918606137	26.7621633230434	24.6831629071902	33.7634125664637
NM_001018042.3	15.8500550790515	23.6093333958972	6.19862971757486	1	2.14415267792628	0.864229728687122	2.3416892907663	2.05693024226585	0.689049236050279
NM_001301721.1	39.0968025283269	26.232592662108	11.6224307204529	3	4.28830535585255	0.432114864343561	2.67621633230434	2.05693024226585	0
NM_001033166.3	94.0436601357053	67.3303211660773	41.8407505936303	24	18.0108824945807	12.5313310659633	10.0358112461413	3.59962792396524	5.51239388840223
NM_183106.2	62.8718851469041	48.0930865471981	30.2183198731774	22	18.439713030166	6.48172296515341	9.70128420460324	4.1138604845317	3.44524618025139
NM_153126.2	185.445644424902	200.242123987425	161.164372656946	156	119.214888892701	103.707567442455	102.699801752179	133.186233186714	132.986502557704
NM_026519.3	76.080264379447	59.4605433674449	28.6686624437837	23	13.2937466031429	4.75326350777917	4.34885153999456	1.02846512113293	0.689049236050279
NM_001163701.1	96.6853359822139	81.3210372525349	37.1917783054491	20	13.7225771387282	6.04960810080985	5.68695970614673	1.54269768169939	1.37809847210056
NM_011743.2	65.5135609934127	53.3396050796197	29.4434911584806	13	16.2955603522397	3.88903377909205	6.35601378922281	1.54269768169939	1.37809847210056
NM_025657.3	40.6818080362321	28.8558519283188	26.3441762996931	10	9.86310231846087	5.61749323646629	5.35243266460868	3.08539536339878	1.37809847210056
NM_001159612.1	40.6818080362321	28.8558519283188	26.3441762996931	10	9.86310231846087	5.61749323646629	5.35243266460868	3.08539536339878	1.37809847210056
NM_001290819.1	14.793384740448	13.9907160864576	8.52311586166543	2	2.57298321351153	1.72845945737424	2.3416892907663	1.02846512113293	2.75619694420112
NM_153075.3	23.7750826185772	16.6139753526684	3.09931485878743	5	3.8594748202673	2.1605743217178	1.00358112461413	2.57116280283231	0.689049236050279
NM_145531.2	310.661079549409	261.451506865677	235.547929267845	153	141.514076743134	60.4960810080985	55.5314888953151	17.9981396198262	22.7386247896592
NM_001271467.1	28.0017639729909	20.9860741296864	12.3972594351497	5	4.71713589143781	2.59268918606137	3.01074337384238	1.54269768169939	0.689049236050279
NM_001164325.1	68.1552368399213	76.9489384755169	44.1652367377209	31	25.3010015995301	7.34595269384054	14.0501357445978	3.59962792396524	5.51239388840223
NM_144818.3	66.5702313320161	40.2233087485657	18.5958891527246	21	12.8649160675577	3.45691891474849	4.6833785815326	2.57116280283231	3.44524618025139
NM_001141971.1	287.942667269435	236.967753714376	247.945188702994	193	194.260232620121	140.005216047314	108.386761458326	28.7970233917219	24.80577249781
NM_011045.2	216.089084244402	151.274617684823	55.7876674581737	39	32.1622901688941	16.8524797093989	10.7048653292174	0.514232560566463	4.13429541630167
NM_024225.5	222.957441445324	188.874667167178	81.35701504317	50	39.0235787382582	13.3955607946504	10.0358112461413	3.08539536339878	5.51239388840223
NM_001199188.1	479.199998556656	354.140000938458	144.892969648312	99	65.1822414089588	30.2480405040493	34.4562852784184	16.4554419381268	17.226230901257
NM_024465.3	78.7219402259556	76.0745187201133	44.9400654524177	31	20.155035172507	9.50652701555834	6.35601378922281	3.08539536339878	2.06714770815084
NM_207204.2	140.537155034256	125.042025022715	61.9862971757486	25	25.3010015995301	14.2597905233375	13.7156087030598	2.05693024226585	4.82334465235195
NM_170588.3	68.683572009223	56.8372841012341	18.5958891527246	14	13.7225771387282	3.45691891474849	4.6833785815326	1.02846512113293	0.689049236050279
NM_025996.5	141.065490203558	102.307111382221	43.390408023024	33	22.7280183860185	10.802871608589	9.70128420460324	6.17079072679755	3.44524618025139
NM_011521.2	128.385446140317	98.8094323606069	39.5162644495397	19	15.4378992810692	11.2349864729326	8.36317603845107	3.59962792396524	3.44524618025139
NM_133240.2	86.6469677654813	78.6977779863241	34.8672921613586	25	25.3010015995301	8.21018242252766	6.69054083076086	4.1138604845317	4.13429541630167
NM_001033196.2	20.0767364334652	11.3674568202468	8.52311586166543	6	5.57479696260832	3.02480405040493	1.67263520769021	0.514232560566463	2.06714770815084
NM_001165991.1	16.9067254176549	17.488395108072	6.97345843227172	2	4.28830535585255	0.864229728687122	1.33810816615217	0	0
NM_026517.2	123.630429616601	104.055950893029	55.7876674581737	25	20.5838657080922	9.9386418799019	11.3739194122935	3.59962792396524	6.89049236050279
NM_001290500.1	194.427342303031	159.144395483455	112.350163631044	80	54.8903085549127	24.1984324032394	21.4097306584347	5.65655816623109	4.13429541630167
NM_011443.4	62.3435499776024	45.4698272809873	23.2448614409057	10	7.29011910494934	3.88903377909205	8.02864899691303	2.57116280283231	4.82334465235195
NM_053089.3	30.6434398194995	27.9814321729152	8.52311586166543	13	4.71713589143781	3.02480405040493	1.33810816615217	0.514232560566463	0.689049236050279
NM_016858.2	32.7567804967063	27.9814321729152	36.4169495907523	32	24.4433405283595	32.8407296901106	21.4097306584347	34.453581557953	25.4948217338603
NM_001040396.2	178.048952054678	154.772296706437	68.9597556080203	63	42.8830535585255	15.9882499807118	29.1038526138097	8.74195352962987	11.7138370128547
NM_178246.3	257.299227449935	213.358420318479	133.270538927859	83	56.1768001616684	31.1122702327364	21.4097306584347	14.9127442564274	13.7809847210056
NM_001309909.1	31.7001101581029	18.3628148634756	19.3707178674214	17	10.7207633896314	12.0992162016197	15.722770952288	12.8558140141616	8.95764006865362
NR_045749.1	26.4167584650858	20.1116543742828	6.97345843227172	3	3.00181374909679	2.59268918606137	1.67263520769021	0.514232560566463	0.689049236050279
NM_001293741.1	11.095038555336	13.9907160864576	3.87414357348429	5	1.71532214234102	0.432114864343561	0.669054083076085	2.05693024226585	0.689049236050279
NM_030116.2	59.1735389617921	66.4559014106737	22.4700327262089	18	15.0090687454839	4.75326350777917	8.69770307998911	6.17079072679755	7.57954159655307
NM_008562.3	241.977507540186	195.870025210407	81.35701504317	48	39.4524092738435	20.3093986241474	20.4061495338206	8.2277209690634	10.3357385407542
NR_040446.1	30.6434398194995	27.9814321729152	22.4700327262089	6	8.5766107117051	1.29634459303068	2.00716224922826	2.57116280283231	0.689049236050279
NM_178213.4	31.7001101581029	32.3535309499332	13.1720881498466	5	6.00362749819357	2.1605743217178	5.35243266460868	0.514232560566463	1.37809847210056
NM_178214.4	8.98169787812916	6.12093828782521	3.87414357348429	1	2.57298321351153	0.864229728687122	1.00358112461413	0	0.689049236050279
NM_178215.2	122.573759277998	96.1861730943961	55.0128387434769	32	21.0126962436775	14.2597905233375	16.7263520769021	10.2846512113293	9.6466893047039
NM_175666.2	532.561850656129	453.823853054469	114.674649775135	70	57.8921223040094	32.8407296901106	29.7729066968858	14.398511695861	22.0495755536089
NM_001009935.2	426.366481626484	382.995852866777	173.561632092096	90	91.7697346152446	38.4582229265769	24.0859469907391	12.8558140141616	11.7138370128547
NM_001161854.2	68.683572009223	46.3442470363909	23.2448614409057	14	11.1495939252166	5.61749323646629	5.01790562307064	3.59962792396524	0
NM_026602.3	139.480484695653	117.172247224083	93.7542744783197	63	51.0308337346454	42.7793715700125	43.8230424414836	35.4820466790859	46.855348051419
NM_009196.4	349.757882077735	284.18642050617	172.011974662702	133	76.7606658697607	36.2976486048591	36.7979745691847	9.25618609019633	9.6466893047039
NM_027432.3	235.637485508565	179.256049857738	86.0059873313512	35	33.0199512400646	12.9634459303068	12.3775005369076	3.59962792396524	3.44524618025139
NM_001025582.2	13.7367144018446	8.74419755403601	3.87414357348429	3	3.43064428468204	2.1605743217178	1.67263520769021	0.514232560566463	0
NM_025444.2	45.9651597292492	37.6000494823548	24.0196901556026	11	9.86310231846087	3.45691891474849	3.01074337384238	0.514232560566463	1.37809847210056
NM_145543.2	71.3252478557315	51.5907655688125	34.0924634466617	13	18.439713030166	9.9386418799019	7.0250678722989	5.14232560566463	1.37809847210056
NM_001177771.1	71.3252478557315	51.5907655688125	34.0924634466617	13	18.439713030166	9.9386418799019	7.0250678722989	5.14232560566463	1.37809847210056
NM_001177770.1	71.3252478557315	51.5907655688125	34.0924634466617	13	18.439713030166	9.9386418799019	7.0250678722989	5.14232560566463	1.37809847210056
NM_027927.4	52.8335169301715	34.976790216144	25.5693475849963	22	9.86310231846087	3.02480405040493	2.3416892907663	2.05693024226585	1.37809847210056
NM_001316995.1	240.920837201582	187.125827656371	55.0128387434769	28	17.5820519589955	11.2349864729326	10.0358112461413	5.65655816623109	0
NM_001033155.1	151.103858420291	131.16296331054	192.932349959517	127	84.9084460458805	54.8785877716322	53.1897996045488	11.3131163324622	8.26859083260335
NM_145546.1	282.130980407116	248.335210534623	119.323622063316	66	49.3155115923043	24.630547267583	20.4061495338206	4.62809304509816	6.20144312445251
NM_057172.3	186.502314763505	131.16296331054	50.3638664552957	34	33.4487817756499	13.3955607946504	11.7084464538315	6.68502328736402	9.6466893047039
NM_001287139.1	97.2136711515156	88.3163952957637	54.23801002878	40	27.0163237418711	16.4203648450553	14.7191898276739	6.17079072679755	4.13429541630167
NM_025434.3	91.9303194584984	99.6838521160105	71.2842417521109	54	43.3118840941108	40.1866823839512	30.1074337384238	29.8254885128548	32.3853140943631
NM_009828.2	208.164056704876	185.376988145563	98.4032467665009	55	48.8866810567191	22.0378580815216	21.7442576999728	8.74195352962987	11.7138370128547
NM_001291062.1	7.92502753952573	6.12093828782521	4.64897228818114	1	4.71713589143781	2.59268918606137	2.67621633230434	1.02846512113293	1.37809847210056
NM_019937.3	143.707166050067	82.1954570079385	52.6883525993863	31	25.3010015995301	14.2597905233375	14.3846627861358	4.62809304509816	5.51239388840223
NM_008467.4	77.6652698873521	46.3442470363909	20.9203752968151	20	10.2919328540461	4.32114864343561	6.02148674768477	0.514232560566463	2.06714770815084
